"Provplats ID (VISS)","Provplats ID (Stationsregistret)","Mätvariabel","Trend","p-värde","Period"
"SE675032-135400",,"Totalfosfor","neutral",0.1536,"12"
"SE675032-135400",,"pH","neutral",0.7213,"12"
"SE675032-135400",,"Temperatur - vår","neutral",0.4507,"12"
"SE707822-133430",,"Brunhet","neutral",0.2617,"12"
"SE707822-133430",,"Alkalinitet","neutral",0.0722,"12"
"SE707822-133430",,"Konduktivitet","neutral",0.2588,"12"
"SE707822-133430",,"Oorganiskt kväve","neutral",0.1023,"12"
"SE707822-133430",,"Lättillgänglig fosfor","minskande",0.0346,"12"
"SE707822-133430",,"Sulfat","neutral",0.284,"12"
"SE707822-133430",,"Kisel","neutral",0.2075,"12"
"SE707822-133430",,"Totalt organiskt kol","neutral",0.7712,"12"
"SE707822-133430",,"Totalkväve","minskande",0.0469,"12"
"SE707822-133430",,"Totalfosfor","neutral",0.0778,"12"
"SE707822-133430",,"pH","neutral",0.1043,"12"
"SE707822-133430",,"Temperatur - vår","neutral",0.1524,"12"
"SE639719-133565",,"Brunhet","neutral",0.3073,"12"
"SE639719-133565",,"Alkalinitet","neutral",0.4964,"12"
"SE639719-133565",,"Konduktivitet","neutral",0.263,"12"
"SE639719-133565",,"Oorganiskt kväve","minskande",0.0498,"12"
"SE639719-133565",,"Lättillgänglig fosfor","minskande",0.0011,"12"
"SE639719-133565",,"Sulfat","neutral",0.9413,"12"
"SE639719-133565",,"Kisel","neutral",0.2904,"12"
"SE639719-133565",,"Totalt organiskt kol","neutral",0.3782,"12"
"SE639719-133565",,"Totalkväve","neutral",0.5374,"12"
"SE639719-133565",,"Totalfosfor","neutral",0.526,"12"
"SE639719-133565",,"pH","neutral",0.8399,"12"
"SE639719-133565",,"Temperatur - vår","neutral",0.3037,"12"
"SE691743-155984",,"Brunhet","neutral",0.2819,"12"
"SE691743-155984",,"Alkalinitet","neutral",0.9616,"12"
"SE691743-155984",,"Konduktivitet","neutral",0.7314,"12"
"SE691743-155984",,"Oorganiskt kväve","neutral",0.1252,"12"
"SE691743-155984",,"Lättillgänglig fosfor","minskande",0.0012,"12"
"SE691743-155984",,"Sulfat","neutral",0.2023,"12"
"SE691743-155984",,"Kisel","neutral",0.4633,"12"
"SE691743-155984",,"Totalt organiskt kol","neutral",0.1844,"12"
"SE691743-155984",,"Totalkväve","neutral",0.2896,"12"
"SE691743-155984",,"Totalfosfor","minskande",0.0305,"12"
"SE691743-155984",,"pH","neutral",0.2812,"12"
"SE691743-155984",,"Temperatur - vår","neutral",0.2105,"12"
"SE627831-152255",,"Brunhet","neutral",0.2771,"12"
"SE627831-152255",,"Alkalinitet","neutral",0.6261,"12"
"SE627831-152255",,"Konduktivitet","ökande",0.0245,"12"
"SE627831-152255",,"Oorganiskt kväve","ökande",0.0219,"12"
"SE627831-152255",,"Lättillgänglig fosfor","minskande",0.0083,"12"
"SE627831-152255",,"Sulfat","ökande",0.0473,"12"
"SE627831-152255",,"Kisel","neutral",0.1596,"12"
"SE627831-152255",,"Totalt organiskt kol","neutral",0.3897,"12"
"SE627831-152255",,"Totalkväve","ökande",0.0048,"12"
"SE627831-152255",,"Totalfosfor","neutral",0.5873,"12"
"SE627831-152255",,"pH","minskande",0.0404,"12"
"SE627831-152255",,"Temperatur - vår","neutral",0.7317,"12"
"SE694231-133350",,"Brunhet","neutral",0.5385,"12"
"SE694231-133350",,"Alkalinitet","neutral",0.9376,"12"
"SE694231-133350",,"Konduktivitet","neutral",0.8054,"12"
"SE694231-133350",,"Oorganiskt kväve","neutral",0.3697,"12"
"SE694231-133350",,"Lättillgänglig fosfor","minskande",0.0039,"12"
"SE694231-133350",,"Sulfat","neutral",0.9109,"12"
"SE694231-133350",,"Kisel","neutral",0.2221,"12"
"SE694231-133350",,"Totalt organiskt kol","neutral",0.1443,"12"
"SE694231-133350",,"Totalkväve","minskande",0.019,"12"
"SE694231-133350",,"Totalfosfor","neutral",0.0569,"12"
"SE694231-133350",,"pH","neutral",0.917,"12"
"SE694231-133350",,"Temperatur - vår","neutral",0.837,"12"
"SE678924-156862",,"Brunhet","neutral",0.7077,"12"
"SE678924-156862",,"Alkalinitet","neutral",0.4997,"12"
"SE678924-156862",,"Konduktivitet","neutral",0.2894,"12"
"SE678924-156862",,"Oorganiskt kväve","neutral",0.7509,"12"
"SE678924-156862",,"Lättillgänglig fosfor","minskande",9e-4,"12"
"SE678924-156862",,"Sulfat","neutral",0.0504,"12"
"SE678924-156862",,"Kisel","neutral",0.1408,"12"
"SE678924-156862",,"Totalt organiskt kol","neutral",0.3901,"12"
"SE678924-156862",,"Totalkväve","neutral",0.0557,"12"
"SE678924-156862",,"Totalfosfor","neutral",0.0789,"12"
"SE678924-156862",,"pH","neutral",0.8116,"12"
"SE678924-156862",,"Temperatur - vår","neutral",0.4485,"12"
"SE650920-143244",,"Brunhet","neutral",0.3662,"12"
"SE650920-143244",,"Alkalinitet","neutral",0.6885,"12"
"SE650920-143244",,"Konduktivitet","ökande",0.0116,"12"
"SE650920-143244",,"Oorganiskt kväve","neutral",0.0587,"12"
"SE650920-143244",,"Lättillgänglig fosfor","minskande",0.0027,"12"
"SE650920-143244",,"Sulfat","ökande",0.043,"12"
"SE650920-143244",,"Kisel","neutral",0.9882,"12"
"SE650920-143244",,"Totalt organiskt kol","neutral",1,"12"
"SE650920-143244",,"Totalkväve","ökande",0.01,"12"
"SE650920-143244",,"Totalfosfor","ökande",0.033,"12"
"SE650920-143244",,"pH","neutral",0.5968,"12"
"SE650920-143244",,"Temperatur - vår","neutral",0.7317,"12"
"SE660713-165636",,"Brunhet","neutral",0.9312,"12"
"SE660713-165636",,"Alkalinitet","neutral",0.6285,"12"
"SE660713-165636",,"Konduktivitet","ökande",0.0349,"12"
"SE660713-165636",,"Oorganiskt kväve","ökande",0.0377,"12"
"SE660713-165636",,"Lättillgänglig fosfor",,0.05,"12"
"SE660713-165636",,"Sulfat","neutral",0.071,"12"
"SE660713-165636",,"Kisel","neutral",0.5129,"12"
"SE660713-165636",,"Totalt organiskt kol","neutral",0.5247,"12"
"SE660713-165636",,"Totalkväve","ökande",0.0143,"12"
"SE660713-165636",,"Totalfosfor","neutral",0.9743,"12"
"SE660713-165636",,"pH","neutral",0.851,"12"
"SE660713-165636",,"Temperatur - vår","neutral",0.2714,"12"
"SE729186-178575",,"Brunhet","neutral",0.6993,"12"
"SE729186-178575",,"Alkalinitet","neutral",0.4766,"12"
"SE729186-178575",,"Konduktivitet","neutral",0.065,"12"
"SE729186-178575",,"Oorganiskt kväve","neutral",0.1878,"12"
"SE729186-178575",,"Lättillgänglig fosfor","minskande",0.003,"12"
"SE729186-178575",,"Sulfat","neutral",0.2823,"12"
"SE729186-178575",,"Kisel","neutral",1,"12"
"SE729186-178575",,"Totalt organiskt kol","neutral",0.1744,"12"
"SE729186-178575",,"Totalkväve","minskande",0.0135,"12"
"SE729186-178575",,"Totalfosfor","neutral",0.2017,"12"
"SE729186-178575",,"pH","neutral",0.158,"12"
"SE729186-178575",,"Temperatur - vår","neutral",0.0641,"12"
"SE623006-149119",,"Brunhet","neutral",0.2161,"12"
"SE623006-149119",,"Alkalinitet","neutral",0.1706,"12"
"SE623006-149119",,"Konduktivitet","ökande",0.0125,"12"
"SE623006-149119",,"Oorganiskt kväve","neutral",0.1943,"12"
"SE623006-149119",,"Lättillgänglig fosfor","minskande",0.0071,"12"
"SE623006-149119",,"Sulfat","neutral",0.117,"12"
"SE623006-149119",,"Kisel","neutral",0.3336,"12"
"SE623006-149119",,"Totalt organiskt kol","neutral",0.5524,"12"
"SE623006-149119",,"Totalkväve","neutral",0.9658,"12"
"SE623006-149119",,"Totalfosfor","neutral",0.3204,"12"
"SE623006-149119",,"pH","neutral",0.1977,"12"
"SE623006-149119",,"Temperatur - vår","neutral",1,"12"
"SE705438-167938",,"Brunhet","neutral",0.5482,"12"
"SE705438-167938",,"Alkalinitet","neutral",0.9558,"12"
"SE705438-167938",,"Konduktivitet","neutral",0.0599,"12"
"SE705438-167938",,"Oorganiskt kväve","minskande",0.005,"12"
"SE705438-167938",,"Lättillgänglig fosfor","minskande",0.001,"12"
"SE705438-167938",,"Sulfat","neutral",0.3219,"12"
"SE705438-167938",,"Kisel","minskande",0.0199,"12"
"SE705438-167938",,"Totalt organiskt kol","neutral",0.9526,"12"
"SE705438-167938",,"Totalkväve","neutral",0.7652,"12"
"SE705438-167938",,"Totalfosfor","neutral",0.8952,"12"
"SE705438-167938",,"pH","neutral",0.3486,"12"
"SE705438-167938",,"Temperatur - vår","neutral",0.1611,"12"
"SE664335-136275",,"Brunhet","neutral",0.269,"12"
"SE664335-136275",,"Alkalinitet","neutral",0.3366,"12"
"SE664335-136275",,"Konduktivitet","neutral",0.3217,"12"
"SE664335-136275",,"Oorganiskt kväve","neutral",0.3091,"12"
"SE664335-136275",,"Lättillgänglig fosfor","minskande",0.0011,"12"
"SE664335-136275",,"Sulfat","neutral",0.8709,"12"
"SE664335-136275",,"Kisel","minskande",0.0267,"12"
"SE664335-136275",,"Totalt organiskt kol","neutral",0.4059,"12"
"SE664335-136275",,"Totalkväve","neutral",0.1765,"12"
"SE664335-136275",,"Totalfosfor","neutral",0.6253,"12"
"SE664335-136275",,"pH","neutral",0.0619,"12"
"SE664335-136275",,"Temperatur - vår","neutral",0.3359,"12"
"SE723232-161455",,"Brunhet","neutral",0.5355,"12"
"SE723232-161455",,"Alkalinitet","neutral",0.8182,"12"
"SE723232-161455",,"Konduktivitet","neutral",0.8904,"12"
"SE723232-161455",,"Oorganiskt kväve","neutral",0.7294,"12"
"SE723232-161455",,"Lättillgänglig fosfor","minskande",0.0019,"12"
"SE723232-161455",,"Sulfat","neutral",0.7016,"12"
"SE723232-161455",,"Kisel","neutral",0.8648,"12"
"SE723232-161455",,"Totalt organiskt kol","neutral",0.4741,"12"
"SE723232-161455",,"Totalkväve","neutral",0.7691,"12"
"SE723232-161455",,"Totalfosfor","neutral",0.2165,"12"
"SE723232-161455",,"pH","neutral",0.3643,"12"
"SE723232-161455",,"Temperatur - vår","neutral",1,"12"
"SE718001-147980",,"Brunhet","neutral",0.9314,"12"
"SE718001-147980",,"Alkalinitet","neutral",0.6685,"12"
"SE718001-147980",,"Konduktivitet","neutral",0.941,"12"
"SE718001-147980",,"Oorganiskt kväve","minskande",0.0431,"12"
"SE718001-147980",,"Lättillgänglig fosfor","minskande",0.0039,"12"
"SE718001-147980",,"Sulfat","neutral",0.2917,"12"
"SE718001-147980",,"Kisel","neutral",0.0993,"12"
"SE718001-147980",,"Totalt organiskt kol","neutral",0.9565,"12"
"SE718001-147980",,"Totalkväve","minskande",0.003,"12"
"SE718001-147980",,"Totalfosfor","neutral",0.1562,"12"
"SE718001-147980",,"pH","neutral",0.9156,"12"
"SE718001-147980",,"Temperatur - vår","neutral",0.2415,"12"
"SE649673-151838",,"Brunhet","neutral",0.1172,"12"
"SE649673-151838",,"Alkalinitet","ökande",0.022,"12"
"SE649673-151838",,"Konduktivitet","ökande",0.0053,"12"
"SE649673-151838",,"Oorganiskt kväve","neutral",0.939,"12"
"SE649673-151838",,"Lättillgänglig fosfor","neutral",0.8518,"12"
"SE649673-151838",,"Sulfat","ökande",0.0033,"12"
"SE649673-151838",,"Kisel","neutral",0.0716,"12"
"SE649673-151838",,"Totalt organiskt kol","neutral",0.7543,"12"
"SE649673-151838",,"Totalkväve","neutral",0.8703,"12"
"SE649673-151838",,"Totalfosfor","neutral",0.345,"12"
"SE649673-151838",,"pH","ökande",0.0235,"12"
"SE649673-151838",,"Temperatur - vår","neutral",0.2064,"12"
"SE741419-169012",,"Brunhet","neutral",0.3477,"12"
"SE741419-169012",,"Alkalinitet","neutral",0.3916,"12"
"SE741419-169012",,"Konduktivitet","neutral",0.7907,"12"
"SE741419-169012",,"Oorganiskt kväve","neutral",0.4792,"12"
"SE741419-169012",,"Lättillgänglig fosfor","minskande",0.0029,"12"
"SE741419-169012",,"Sulfat","neutral",0.4552,"12"
"SE741419-169012",,"Kisel","neutral",0.6286,"12"
"SE741419-169012",,"Totalt organiskt kol","neutral",0.2045,"12"
"SE741419-169012",,"Totalkväve","neutral",0.7379,"12"
"SE741419-169012",,"Totalfosfor","neutral",0.2488,"12"
"SE741419-169012",,"pH","neutral",0.3529,"12"
"SE741419-169012",,"Temperatur - vår","neutral",0.4335,"12"
"SE622950-143450",,"Brunhet","neutral",0.4318,"12"
"SE622950-143450",,"Alkalinitet","neutral",0.5281,"12"
"SE622950-143450",,"Konduktivitet","ökande",0.0084,"12"
"SE622950-143450",,"Oorganiskt kväve","neutral",0.7429,"12"
"SE622950-143450",,"Lättillgänglig fosfor","minskande",0.0015,"12"
"SE622950-143450",,"Sulfat","ökande",0.0076,"12"
"SE622950-143450",,"Kisel","neutral",0.702,"12"
"SE622950-143450",,"Totalt organiskt kol","neutral",0.8904,"12"
"SE622950-143450",,"Totalkväve","neutral",0.7155,"12"
"SE622950-143450",,"Totalfosfor","neutral",0.0799,"12"
"SE622950-143450",,"pH","neutral",0.1721,"12"
"SE622950-143450",,"Temperatur - vår","neutral",0.9161,"12"
"SE628877-132040",,"Brunhet","neutral",0.4166,"12"
"SE628877-132040",,"Alkalinitet","neutral",0.1955,"12"
"SE628877-132040",,"Konduktivitet","neutral",0.6987,"12"
"SE628877-132040",,"Oorganiskt kväve","neutral",0.4414,"12"
"SE628877-132040",,"Lättillgänglig fosfor","minskande",0.003,"12"
"SE628877-132040",,"Sulfat","neutral",0.3109,"12"
"SE628877-132040",,"Kisel","neutral",0.2657,"12"
"SE628877-132040",,"Totalt organiskt kol","neutral",0.4797,"12"
"SE628877-132040",,"Totalkväve","neutral",0.1064,"12"
"SE628877-132040",,"Totalfosfor","neutral",0.0675,"12"
"SE628877-132040",,"pH","neutral",0.0978,"12"
"SE628877-132040",,"Temperatur - vår","neutral",0.9453,"12"
"SE633316-146198",,"Brunhet","neutral",0.3635,"12"
"SE633316-146198",,"Alkalinitet","neutral",0.9458,"12"
"SE633316-146198",,"Konduktivitet","ökande",0.022,"12"
"SE633316-146198",,"Oorganiskt kväve","ökande",0.0077,"12"
"SE633316-146198",,"Lättillgänglig fosfor","minskande",0.0054,"12"
"SE633316-146198",,"Sulfat","ökande",0.0472,"12"
"SE633316-146198",,"Kisel","ökande",0.0082,"12"
"SE633316-146198",,"Totalt organiskt kol","neutral",0.6734,"12"
"SE633316-146198",,"Totalkväve","neutral",0.10780000000000001,"12"
"SE633316-146198",,"Totalfosfor","neutral",0.6954,"12"
"SE633316-146198",,"pH","neutral",0.2009,"12"
"SE633316-146198",,"Temperatur - vår","neutral",0.3037,"12"
"SE652370-156442",,"Brunhet","minskande",0.0034,"12"
"SE652370-156442",,"Alkalinitet","ökande",0.0177,"12"
"SE652370-156442",,"Konduktivitet","ökande",9e-4,"12"
"SE652370-156442",,"Oorganiskt kväve","neutral",0.9111,"12"
"SE652370-156442",,"Lättillgänglig fosfor","minskande",0.0014,"12"
"SE652370-156442",,"Sulfat","ökande",0.0026,"12"
"SE652370-156442",,"Kisel","neutral",0.3974,"12"
"SE652370-156442",,"Totalt organiskt kol","neutral",0.076,"12"
"SE652370-156442",,"Totalkväve","neutral",0.4996,"12"
"SE652370-156442",,"Totalfosfor","neutral",0.0881,"12"
"SE652370-156442",,"pH","ökande",0.0073,"12"
"SE652370-156442",,"Temperatur - vår","neutral",0.1926,"12"
"SE678609-137505",,"Brunhet","neutral",0.1259,"12"
"SE678609-137505",,"Alkalinitet","neutral",0.7607,"12"
"SE678609-137505",,"Konduktivitet","neutral",0.6318,"12"
"SE678609-137505",,"Oorganiskt kväve","neutral",0.1445,"12"
"SE678609-137505",,"Lättillgänglig fosfor","minskande",0.0191,"12"
"SE678609-137505",,"Sulfat","neutral",0.5152,"12"
"SE678609-137505",,"Kisel","neutral",0.2777,"12"
"SE678609-137505",,"Totalt organiskt kol","neutral",0.2513,"12"
"SE678609-137505",,"Totalkväve","neutral",0.2737,"12"
"SE678609-137505",,"Totalfosfor","neutral",0.6403,"12"
"SE678609-137505",,"pH","neutral",0.6013,"12"
"SE678609-137505",,"Temperatur - vår","neutral",0.6404,"12"
"SE721000-174904",,"Brunhet","ökande",0.0386,"12"
"SE721000-174904",,"Alkalinitet","neutral",0.2189,"12"
"SE721000-174904",,"Konduktivitet","minskande",0.0194,"12"
"SE721000-174904",,"Oorganiskt kväve","minskande",0.0176,"12"
"SE721000-174904",,"Lättillgänglig fosfor","minskande",0.0023,"12"
"SE721000-174904",,"Sulfat","neutral",0.0868,"12"
"SE721000-174904",,"Kisel","neutral",0.2192,"12"
"SE721000-174904",,"Totalt organiskt kol","neutral",0.1163,"12"
"SE721000-174904",,"Totalkväve","neutral",0.2112,"12"
"SE721000-174904",,"Totalfosfor","neutral",0.2029,"12"
"SE721000-174904",,"pH","neutral",0.2079,"12"
"SE633070-131710",,"Brunhet","neutral",0.172,"12"
"SE633070-131710",,"Alkalinitet","neutral",0.232,"12"
"SE633070-131710",,"Konduktivitet","ökande",0.0208,"12"
"SE633070-131710",,"Oorganiskt kväve","minskande",0.0367,"12"
"SE633070-131710",,"Lättillgänglig fosfor","minskande",0.003,"12"
"SE633070-131710",,"Sulfat","neutral",0.775,"12"
"SE633070-131710",,"Kisel","neutral",0.9232,"12"
"SE633070-131710",,"Totalt organiskt kol","neutral",0.2301,"12"
"SE633070-131710",,"Totalkväve","neutral",0.666,"12"
"SE633070-131710",,"Totalfosfor","neutral",0.3475,"12"
"SE633070-131710",,"pH","neutral",0.0965,"12"
"SE633070-131710",,"Temperatur - vår","neutral",0.1611,"12"
"SE726410-175525",,"Brunhet","neutral",0.5632,"12"
"SE726410-175525",,"Alkalinitet","neutral",0.2763,"12"
"SE726410-175525",,"Konduktivitet","neutral",0.2773,"12"
"SE726410-175525",,"Oorganiskt kväve","minskande",0.0416,"12"
"SE726410-175525",,"Lättillgänglig fosfor","minskande",0.0019,"12"
"SE726410-175525",,"Sulfat","neutral",0.1116,"12"
"SE726410-175525",,"Kisel","neutral",0.7122,"12"
"SE726410-175525",,"Totalt organiskt kol","neutral",0.4139,"12"
"SE726410-175525",,"Totalkväve","minskande",0.0159,"12"
"SE726410-175525",,"Totalfosfor","neutral",0.0712,"12"
"SE726410-175525",,"pH","neutral",0.0756,"12"
"SE726410-175525",,"Temperatur - vår","neutral",0.6747,"12"
"SE713121-174351",,"Brunhet","minskande",0.0329,"12"
"SE713121-174351",,"Alkalinitet","neutral",0.3431,"12"
"SE713121-174351",,"Konduktivitet","neutral",0.4822,"12"
"SE713121-174351",,"Oorganiskt kväve","neutral",0.927,"12"
"SE713121-174351",,"Lättillgänglig fosfor","minskande",0,"12"
"SE713121-174351",,"Sulfat","ökande",0.0068,"12"
"SE713121-174351",,"Kisel","minskande",0.0012,"12"
"SE713121-174351",,"Totalt organiskt kol","neutral",0.5607,"12"
"SE713121-174351",,"Totalkväve","neutral",0.344,"12"
"SE713121-174351",,"Totalfosfor","minskande",0.0155,"12"
"SE713121-174351",,"pH","minskande",0.0078,"12"
"SE713121-174351",,"Brunhet",,,"12"
"SE713121-174351",,"Alkalinitet",,,"12"
"SE713121-174351",,"Konduktivitet",,,"12"
"SE713121-174351",,"Oorganiskt kväve",,,"12"
"SE713121-174351",,"Lättillgänglig fosfor",,,"12"
"SE713121-174351",,"Sulfat",,,"12"
"SE713121-174351",,"Kisel",,,"12"
"SE713121-174351",,"Totalt organiskt kol",,,"12"
"SE713121-174351",,"Totalkväve",,,"12"
"SE713121-174351",,"Totalfosfor",,,"12"
"SE713121-174351",,"pH",,,"12"
"SE711900-175034",,"Brunhet","neutral",0.5935,"12"
"SE711900-175034",,"Alkalinitet","neutral",0.2612,"12"
"SE711900-175034",,"Konduktivitet","neutral",0.4963,"12"
"SE711900-175034",,"Oorganiskt kväve","neutral",0.0735,"12"
"SE711900-175034",,"Lättillgänglig fosfor","minskande",0.0047,"12"
"SE711900-175034",,"Sulfat","neutral",0.0657,"12"
"SE711900-175034",,"Kisel","neutral",0.1527,"12"
"SE711900-175034",,"Totalt organiskt kol","neutral",0.8484,"12"
"SE711900-175034",,"Totalkväve","neutral",0.7212,"12"
"SE711900-175034",,"Totalfosfor","neutral",0.4867,"12"
"SE711900-175034",,"pH","neutral",0.0694,"12"
"SE711900-175034",,"Temperatur - vår","neutral",0.2714,"12"
"SE654845-126685",,"Brunhet","neutral",0.0857,"12"
"SE654845-126685",,"Alkalinitet","neutral",0.4408,"12"
"SE654845-126685",,"Konduktivitet","neutral",0.1475,"12"
"SE654845-126685",,"Oorganiskt kväve","ökande",0.0355,"12"
"SE654845-126685",,"Lättillgänglig fosfor","minskande",0.0054,"12"
"SE654845-126685",,"Sulfat","neutral",0.3277,"12"
"SE654845-126685",,"Kisel","neutral",0.7515,"12"
"SE654845-126685",,"Totalt organiskt kol","neutral",0.0763,"12"
"SE654845-126685",,"Totalkväve","ökande",0.0409,"12"
"SE654845-126685",,"Totalfosfor","ökande",0.0147,"12"
"SE654845-126685",,"pH","neutral",0.2252,"12"
"SE654845-126685",,"Temperatur - vår","neutral",0.0865,"12"
"SE733833-177925",,"Brunhet","neutral",0.1513,"12"
"SE733833-177925",,"Alkalinitet","neutral",0.5787,"12"
"SE733833-177925",,"Konduktivitet","neutral",0.243,"12"
"SE733833-177925",,"Oorganiskt kväve","minskande",0.0072,"12"
"SE733833-177925",,"Lättillgänglig fosfor","minskande",0.0022,"12"
"SE733833-177925",,"Sulfat","neutral",0.2467,"12"
"SE733833-177925",,"Kisel","minskande",0.0056,"12"
"SE733833-177925",,"Totalt organiskt kol","neutral",0.5106,"12"
"SE733833-177925",,"Totalkväve","neutral",0.3621,"12"
"SE733833-177925",,"Totalfosfor","neutral",0.0744,"12"
"SE733833-177925",,"pH","neutral",0.3389,"12"
"SE733833-177925",,"Temperatur - vår","neutral",0.6962,"12"
"SE621205-131122",,"Brunhet","neutral",0.2086,"12"
"SE621205-131122",,"Alkalinitet","neutral",0.2898,"12"
"SE621205-131122",,"Konduktivitet","neutral",0.0648,"12"
"SE621205-131122",,"Oorganiskt kväve","neutral",0.0583,"12"
"SE621205-131122",,"Lättillgänglig fosfor","neutral",0.2129,"12"
"SE621205-131122",,"Sulfat","neutral",0.118,"12"
"SE621205-131122",,"Kisel","neutral",0.4716,"12"
"SE621205-131122",,"Totalt organiskt kol","neutral",0.7448,"12"
"SE621205-131122",,"Totalkväve","ökande",0.0473,"12"
"SE621205-131122",,"Totalfosfor","ökande",0.0166,"12"
"SE621205-131122",,"pH","neutral",0.0527,"12"
"SE621205-131122",,"Temperatur - vår","neutral",0.5262,"12"
"SE622467-133458",,"Brunhet","neutral",0.6163,"12"
"SE622467-133458",,"Alkalinitet","neutral",0.8764,"12"
"SE622467-133458",,"Konduktivitet","neutral",0.174,"12"
"SE622467-133458",,"Oorganiskt kväve","neutral",0.5086,"12"
"SE622467-133458",,"Lättillgänglig fosfor","minskande",0.0197,"12"
"SE622467-133458",,"Sulfat","neutral",0.2185,"12"
"SE622467-133458",,"Kisel","neutral",0.3616,"12"
"SE622467-133458",,"Totalt organiskt kol","neutral",0.8049,"12"
"SE622467-133458",,"Totalkväve","neutral",0.8667,"12"
"SE622467-133458",,"Totalfosfor","neutral",0.2487,"12"
"SE622467-133458",,"pH","neutral",0.4787,"12"
"SE622467-133458",,"Temperatur - vår","neutral",0.68,"12"
"SE639020-148650",,"Brunhet","neutral",0.1149,"12"
"SE639020-148650",,"Alkalinitet","neutral",0.1335,"12"
"SE639020-148650",,"Konduktivitet","ökande",0.0022,"12"
"SE639020-148650",,"Oorganiskt kväve","neutral",0.26,"12"
"SE639020-148650",,"Lättillgänglig fosfor","minskande",0.0011,"12"
"SE639020-148650",,"Sulfat","ökande",0.0201,"12"
"SE639020-148650",,"Kisel","neutral",0.0516,"12"
"SE639020-148650",,"Totalt organiskt kol","neutral",0.2938,"12"
"SE639020-148650",,"Totalkväve","neutral",0.7981,"12"
"SE639020-148650",,"Totalfosfor","neutral",0.0564,"12"
"SE639020-148650",,"pH","neutral",0.6396,"12"
"SE639020-148650",,"Temperatur - vår","neutral",0.837,"12"
"SE724097-151160",,"Brunhet","neutral",0.6752,"12"
"SE724097-151160",,"Alkalinitet","neutral",0.8221,"12"
"SE724097-151160",,"Konduktivitet","neutral",0.77,"12"
"SE724097-151160",,"Oorganiskt kväve","minskande",0.0392,"12"
"SE724097-151160",,"Lättillgänglig fosfor","minskande",0.0021,"12"
"SE724097-151160",,"Sulfat","neutral",0.1154,"12"
"SE724097-151160",,"Kisel","neutral",0.1732,"12"
"SE724097-151160",,"Totalt organiskt kol","neutral",0.8555,"12"
"SE724097-151160",,"Totalkväve","minskande",0.0341,"12"
"SE724097-151160",,"Totalfosfor","minskande",0.0447,"12"
"SE724097-151160",,"pH","neutral",0.1582,"12"
"SE724097-151160",,"Temperatur - vår","neutral",0.5824,"12"
"SE728796-160764",,"Brunhet","neutral",0.8162,"12"
"SE728796-160764",,"Alkalinitet","ökande",0.003,"12"
"SE728796-160764",,"Konduktivitet","ökande",0.0076,"12"
"SE728796-160764",,"Oorganiskt kväve","neutral",0.5207,"12"
"SE728796-160764",,"Lättillgänglig fosfor","minskande",0.0389,"12"
"SE728796-160764",,"Sulfat","neutral",0.8473,"12"
"SE728796-160764",,"Kisel","neutral",0.2598,"12"
"SE728796-160764",,"Totalt organiskt kol","neutral",0.0628,"12"
"SE728796-160764",,"Totalkväve","minskande",0.0069,"12"
"SE728796-160764",,"Totalfosfor","minskande",0.0301,"12"
"SE728796-160764",,"pH","neutral",0.8162,"12"
"SE728796-160764",,"Temperatur - vår","neutral",0.8907,"12"
"SE719095-173622",,"Brunhet","neutral",0.6091,"12"
"SE719095-173622",,"Alkalinitet","neutral",0.3188,"12"
"SE719095-173622",,"Konduktivitet","neutral",0.299,"12"
"SE719095-173622",,"Oorganiskt kväve","neutral",0.1687,"12"
"SE719095-173622",,"Lättillgänglig fosfor","minskande",0.0034,"12"
"SE719095-173622",,"Sulfat","neutral",0.3181,"12"
"SE719095-173622",,"Kisel","neutral",0.9812,"12"
"SE719095-173622",,"Totalt organiskt kol","neutral",0.1833,"12"
"SE719095-173622",,"Totalkväve","neutral",0.0567,"12"
"SE719095-173622",,"Totalfosfor","minskande",0.0045,"12"
"SE719095-173622",,"pH","ökande",0.0455,"12"
"SE719095-173622",,"Temperatur - vår","neutral",0.4485,"12"
"SE614886-136002",,"Brunhet","neutral",0.319,"12"
"SE614886-136002",,"Alkalinitet","neutral",0.3086,"12"
"SE614886-136002",,"Konduktivitet","neutral",0.0642,"12"
"SE614886-136002",,"Oorganiskt kväve","neutral",0.163,"12"
"SE614886-136002",,"Lättillgänglig fosfor","neutral",0.2569,"12"
"SE614886-136002",,"Sulfat","neutral",0.0571,"12"
"SE614886-136002",,"Kisel","neutral",0.2725,"12"
"SE614886-136002",,"Totalt organiskt kol","neutral",0.0996,"12"
"SE614886-136002",,"Totalkväve","neutral",0.1013,"12"
"SE614886-136002",,"Totalfosfor","neutral",0.7362,"12"
"SE614886-136002",,"pH","neutral",0.1493,"12"
"SE621495-134055",,"Brunhet","neutral",0.5016,"12"
"SE621495-134055",,"Alkalinitet","neutral",0.3698,"12"
"SE621495-134055",,"Konduktivitet","neutral",0.9887,"12"
"SE621495-134055",,"Oorganiskt kväve","neutral",0.3212,"12"
"SE621495-134055",,"Lättillgänglig fosfor","neutral",0.344,"12"
"SE621495-134055",,"Sulfat","neutral",0.8773,"12"
"SE621495-134055",,"Kisel","minskande",0.0442,"12"
"SE621495-134055",,"Totalt organiskt kol","neutral",0.2397,"12"
"SE621495-134055",,"Totalkväve","neutral",0.0573,"12"
"SE621495-134055",,"Totalfosfor","neutral",0.1086,"12"
